mandateId|lastUpdateDate|creditorId|creditorName|creditorAccountNumber|creditorSortCode|creditorIban|creditorBic|debtorName|debtorAccountNumber|debtorSortCode|debtorIban|debtorBic|debtorEmail|debtorPhone|mandateReference|mandateType|frequency|status|signatureDate|effectiveDate|expiryDate|maxAmountPerTransaction|maxAmountPerMonth|maxTransactionsPerMonth|currency|description|schemeType
MND-0000000066|2026-04-05 22:01:51|CRED000976|Bulb Energy Ltd|10900302|72-89-15|GB43NWBK72891510900302|BARCIE2L|Jacob Harris|73453202|23-80-75|GB74NWBK23807573453202|RBOSIE2L|jacob_harris@gmail.com|+447707140144|REF-BULB-912294|RECURRING|ANNUALLY|ACTIVE|2024-02-21|2024-03-12|2028-03-12|1851.53|3703.06|6|GBP|TV subscription|SEPA_CORE
MND-0000000067|2026-02-19 15:29:46|CRED000916|Disney Plus UK|11465223|39-12-71|GB21NWBK39127111465223|RBOSIE2L|Benjamin O'Brien|39314311|82-39-51|GB18NWBK82395139314311|LOYDGB22|benjamin.o'brien166@icloud.com|+447706586748|REF-DISN-028357|RECURRING|MONTHLY|PENDING|2024-01-21|2024-01-25|2025-01-25|1574.45|3148.90|2|EUR|Updated payment plan|SEPA_CORE
MND-0000000068|2026-02-19 15:29:46|CRED000123|Shell Energy Retail|75370753|20-86-37|GB44NWBK20863775370753|NWBKGB21|Freddie Wright|31978607|31-85-56|GB57NWBK31855631978607|SWINGBMM|freddie533@btinternet.com|+447900368782|REF-SHEL-876082|RECURRING|WEEKLY|ACTIVE|2026-01-05|2026-02-04|2027-02-04|1687.99|1687.99|6|GBP|Mortgage payment|SEPA_B2B
MND-0000000069|2026-08-28 17:46:25|CRED000784|Yorkshire Water Services|23305660|42-04-04|GB32NWBK42040423305660|RBOSGBMM|Maya Wood|43869468|43-88-19|GB29NWBK43881943869468|TSBSGB22|maya.wood10@icloud.com|+447700588524|REF-YORK-424802|ONE_OFF|ONE_OFF|SUSPENDED|2025-02-09|2025-02-17|2029-02-17|3147.26|12589.04|8|GBP|Energy bill|SEPA_CORE
MND-0000000070|2026-02-19 15:29:46|CRED000389|Save the Children UK|30884908|82-23-66|GB17NWBK82236630884908|NATWGB2S|Henry Phillips|77019552|07-86-98|GB57NWBK07869877019552|LOYDGB2L|henry.phillips659@aol.com|+447701611257|REF-SAVE-554493|RECURRING|QUARTERLY|PENDING|2024-06-10|2024-06-21|2026-06-21|3841.36|11524.08|9|GBP|Loan repayment|BACS
MND-0000000071|2026-02-19 15:29:46|CRED000725|South West Water Ltd|15207354|31-46-24|GB26NWBK31462415207354|SWINGB21|Alice Byrne|98895073|15-80-01|GB29NWBK15800198895073|MIDLIEMM|alice16@outlook.com|+447704478467|REF-SOUT-935782|ONE_OFF|ONE_OFF|ACTIVE|2026-01-30|2026-01-31|2027-01-31|3101.14|12984.36|17|GBP|Utility bill payment|SEPA_CORE
MND-0000000072|2026-02-19 15:29:46|CRED000372|Vodafone UK|64243960|44-24-75|GB24NWBK44247564243960|RBOSIEMM|Lucas Kelly|97879144|15-34-02|GB53NWBK15340297879144|RBOSIE2S|lucas_kelly@outlook.com|+447800643860|REF-VODA-706006|RECURRING|ANNUALLY|SUSPENDED|2024-06-02|2024-06-15|2027-06-15|3153.82|15769.10|2|GBP|Loan repayment|BACS
MND-0000000073|2023-04-14 17:19:46|CRED000406|Microsoft Ireland|49294684|19-95-09|GB88NWBK19950949294684|RBOSGB2L|Ava Brown|22035030|55-86-64|GB11NWBK55866422035030|TSBSIE21|avabrown@btinternet.com|+447700565364|REF-MICR-104261|RECURRING|QUARTERLY|SUSPENDED|2022-07-20|2022-08-14|2023-08-14|4312.51|8625.02|8|GBP|TV subscription|SEPA_CORE
MND-0000000074|2026-02-19 15:29:46|CRED000454|EDF Energy Customers Plc|15106829|89-93-51|GB67NWBK89935115106829|SWINGB21|Noah Brown|75570145|56-63-72|GB81NWBK56637275570145|RBOSGB2S|noahbrown@talktalk.net|+447700969009|REF-EDF-665029|RECURRING|FORTNIGHTLY|ACTIVE|2021-08-03|2021-08-23|2025-08-23|2466.85|7400.55|5|GBP|Loan repayment|BACS
MND-0000000075|2026-02-19 15:29:46|CRED000632|London Borough Council|60266925|49-65-90|GB95NWBK49659060266925|BARCIE22|Emma Griffiths|60162964|58-88-62|GB78NWBK58886260162964|HSBCGB22|emma48@virginmedia.com|+447702889011|REF-LOND-691592|RECURRING|MONTHLY|SUSPENDED|2024-10-08|2024-10-14|2027-10-14|1372.52|4889.67|19|EUR|Mortgage payment|SEPA_CORE
MND-0000000076|2023-03-29 03:39:22|CRED000002|Gymbox Ltd|03154939|34-89-31|GB43NWBK34893103154939|HSBCGB22|Ava Robinson|34981184|14-01-13|GB87NWBK14011334981184|NATWGB2L|ava97@hotmail.com|+447704559007|REF-GYMB-984647|ONE_OFF|ONE_OFF|ACTIVE|2021-02-02|2021-02-24|2023-02-24|2313.39|6940.17|10|GBP|Loan repayment|BACS
MND-0000000077|2025-02-01 05:12:56|CRED000588|Bulb Energy Ltd|90583418|45-74-32|GB21NWBK45743290583418|LOYDGB22|Ruby Allen|71136355|71-02-97|GB49NWBK71029771136355|HSBCIEMM|rubyallen@hotmail.com|+447901245510|REF-BULB-012418|RECURRING|WEEKLY|ACTIVE|2021-08-12|2021-09-02|2025-09-02|2597.69|12988.45|4|GBP|Regular savings|BACS
MND-0000000078|2025-07-08 05:47:21|CRED000011|United Utilities Water|91489542|44-22-58|GB13NWBK44225891489542|HSBCGB22|Poppy Morris|13612922|13-31-70|GB53NWBK13317013612922|TSBSGB2L|poppy_morris@talktalk.net|+447706016108|REF-UNIT-369810|ONE_OFF|ONE_OFF|PENDING|2020-04-22|2020-04-27|2024-04-27|33.92|67.84|7|GBP|Gym membership|SEPA_B2B
MND-0000000079|2026-02-19 15:29:46|CRED000760|AA Membership Services|89036919|36-77-18|GB57NWBK36771889036919|MIDLGB21|Lisa Begum|84982590|15-10-63|GB23NWBK15106384982590|SANTGB22|lisa.begum@hotmail.com|+447707991050|REF-AAM-877749|ONE_OFF|ONE_OFF|ACTIVE|2020-11-02|2020-11-22|2021-11-22|694.96|8081.44|10|GBP|Insurance premium|SEPA_CORE
MND-0000000080|2026-02-19 15:29:46|CRED000274|Paramount Plus UK|40367038|35-75-08|GB91NWBK35750840367038|TSBSGB22|Thomas Taylor|26688634|16-52-10|GB85NWBK16521026688634|NWBKGBMM|thomastaylor@hotmail.com|+447804782013|REF-PARA-736612|ONE_OFF|ONE_OFF|SUSPENDED|2024-02-27|2024-02-28|2026-02-28|4395.74|17582.96|5|GBP|Broadband service|BACS
MND-0000000081|2024-08-19 22:02:52|CRED000092|Paramount Plus UK|50061003|15-56-94|GB65NWBK15569450061003|NATWIE22|Noah Lewis|10812233|07-23-88|GB84NWBK07238810812233|TSBSGB2L|noah.lewis94@btinternet.com|+447901797478|REF-PARA-411906|RECURRING|WEEKLY|ACTIVE|2026-11-14|2026-11-23|2027-11-23|1648.04|1648.04|2|GBP|Regular savings|BACS
MND-0000000082|2026-02-19 15:29:46|CRED000275|Vodafone UK|90586294|80-60-41|GB70NWBK80604190586294|TSBSGBMM|Jacob Martin|50741507|43-87-62|GB24NWBK43876250741507|RBOSGBMM|jacobmartin@hotmail.com|+447805894311|REF-VODA-876116|ONE_OFF|ONE_OFF|ACTIVE|2025-04-16|2025-04-30|2029-04-30|997.77|4988.85|5|GBP|Charity donation|BACS
MND-0000000083|2024-07-30 05:42:55|CRED000451|Save the Children UK|13091250|07-06-75|GB94NWBK07067513091250|SANTGB21|Evie Johnson|64782481|57-81-63|GB70NWBK57816364782481|MIDLGB22|eviejohnson@aol.com|+447903823025|REF-SAVE-205005|RECURRING|ANNUALLY|ACTIVE|2020-01-23|2020-01-27|2025-01-27|2050.05|6150.15|7|EUR|Water rates|SEPA_CORE
MND-0000000084|2024-08-15 15:21:42|CRED000198|Save the Children UK|96359922|40-43-90|GB15NWBK40439096359922|HSBCGB2S|Phoebe McCarthy|39945476|59-31-76|GB72NWBK59317639945476|NATWGB2S|phoebe94@outlook.com|+447904713436|REF-SAVE-486123|RECURRING|MONTHLY|ACTIVE|2023-09-22|2023-10-06|2028-10-06|3251.38|13005.52|1|GBP|Monthly subscription|BACS
MND-0000000085|2026-02-19 15:29:46|CRED000178|Bulb Energy Ltd|71268553|09-98-94|GB80NWBK09989471268553|SANTGBMM|Thomas Green|23789844|91-37-12|GB34NWBK91371223789844|BARCIE21|thomasgreen@aol.com|+447701271398|REF-BULB-311925|ONE_OFF|FORTNIGHTLY|SUSPENDED|2021-04-25|2021-05-22|2026-05-22|1243.21|8273.45|10|GBP|Broadband service|BACS
MND-0000000086|2026-09-25 03:50:13|CRED000766|Adobe Systems UK|35131958|90-70-00|GB30NWBK90700035131958|TSBSGB2S|Ruby Parker|19882988|17-26-53|GB15NWBK17265319882988|NATWGBMM|ruby78@btinternet.com|+447704047319|REF-ADOB-494422|RECURRING|WEEKLY|PENDING|2021-05-04|2021-05-08|2023-05-08|1236.47|2472.94|1|GBP|Monthly subscription|BACS
MND-0000000087|2023-01-14 11:14:18|CRED000249|AA Membership Services|90485690|60-60-98|GB94NWBK60609890485690|MIDLGB22|Richard Begum|65154214|39-91-68|GB19NWBK39916865154214|RBOSGB2L|richard.begum13@btinternet.com|+447703905356|REF-AAM-180552|ONE_OFF|ONE_OFF|ACTIVE|2020-02-25|2020-03-15|2021-03-15|4503.66|13510.98|10|GBP|Monthly subscription|SEPA_B2B
MND-0000000088|2026-02-19 15:29:46|CRED000773|Vodafone UK|55443724|58-90-93|GB97NWBK58909355443724|TSBSGB2L|Edward Kelly|67958585|49-88-15|GB90NWBK49881567958585|MIDLGB2S|edward20@yahoo.co.uk|+447900459508|REF-VODA-687361|RECURRING|ANNUALLY|PENDING|2020-09-17|2020-10-04|2023-10-04|1683.91|3367.82|8|GBP|Regular savings|SEPA_CORE
MND-0000000089|2024-02-26 00:25:47|CRED000416|Dropbox UK Ltd|21918870|50-28-46|GB43NWBK50284621918870|NWBKGB22|Oscar Murphy|92916061|07-72-40|GB82NWBK07724092916061|MIDLGB2L|oscar.murphy99@virginmedia.com|+447808132903|REF-DROP-060197|ONE_OFF|ONE_OFF|ACTIVE|2024-03-21|2024-04-11|2026-04-11|4372.02|4372.02|6|GBP|TV subscription|BACS
MND-0000000090|2024-10-15 00:35:28|CRED000180|RSPCA Donations|61801942|23-13-20|GB40NWBK23132061801942|SANTGB2L|Max Hughes|45678091|71-40-62|GB81NWBK71406245678091|BARCGB2S|maxhughes@sky.com|+447900403702|REF-RSPC-504536|RECURRING|FORTNIGHTLY|ACTIVE|2021-05-07|2021-05-19|2023-05-19|4406.48|13219.44|1|GBP|Club dues|BACS
MND-0000000091|2023-12-25 08:22:05|CRED000483|Greenpeace UK|32847013|05-36-08|GB85NWBK05360832847013|SWINGB21|Alfie Evans|13580005|39-40-25|GB31NWBK39402513580005|TSBSGBMM|alfie67@aol.com|+447900579141|REF-GREE-033035|ONE_OFF|ONE_OFF|ACTIVE|2026-05-27|2026-06-06|2027-06-06|3096.85|15484.25|6|GBP|Monthly subscription|SEPA_B2B
MND-0000000092|2026-02-19 15:29:46|CRED000218|Paramount Plus UK|81236187|07-78-68|GB71NWBK07786881236187|TSBSGB22|Matilda Patel|19924526|15-17-91|GB98NWBK15179119924526|NWBKGB22|matilda.patel@gmail.com|+447700241594|REF-PARA-239629|RECURRING|MONTHLY|ACTIVE|2021-12-19|2021-12-31|2026-12-31|3261.44|9784.32|7|GBP|Council tax|SEPA_CORE
MND-0000000093|2023-04-07 14:05:39|CRED000600|Oxfam GB|33931555|41-13-21|GB23NWBK41132133931555|SANTGB21|Oscar Davis|71951328|72-28-20|GB51NWBK72282071951328|HSBCGB21|oscar17@hotmail.com|+447903441182|REF-OXFA-771469|RECURRING|QUARTERLY|ACTIVE|2025-10-03|2025-10-04|2030-10-04|1614.92|6459.68|10|GBP|TV subscription|BACS
MND-0000000094|2026-02-19 15:29:46|CRED000959|Amazon Prime UK|77662818|40-06-78|GB61NWBK40067877662818|NATWGB22|Paul Singh|32870855|59-75-89|GB35NWBK59758932870855|TSBSGBMM|paul_singh411@btinternet.com|+447700642756|REF-AMAZ-835373|RECURRING|FORTNIGHTLY|ACTIVE|2025-07-12|2025-07-15|2027-07-15|4763.23|4763.23|9|GBP|Water rates|SEPA_B2B
MND-0000000095|2026-02-19 15:29:46|CRED000678|PureGym Limited|71601401|45-61-04|GB98NWBK45610471601401|NATWGB22|Alfie Singh|90816087|73-72-04|GB69NWBK73720490816087|TSBSGB2L|alfiesingh401@yahoo.co.uk|+447809581904|REF-PURE-647077|ONE_OFF|ONE_OFF|ACTIVE|2022-09-13|2022-10-09|2027-10-09|3392.69|6785.38|13|EUR|Broadband service|SEPA_CORE
MND-0000000096|2026-02-19 15:29:46|CRED000074|Dropbox UK Ltd|30898795|56-60-33|GB31NWBK56603330898795|SWINGB2L|Jacob Lee|33935618|60-32-17|GB57NWBK60321733935618|TSBSGBMM|jacob.lee@outlook.com|+447700549091|REF-DROP-141440|RECURRING|WEEKLY|ACTIVE|2020-01-06|2020-01-12|2021-01-12|487.27|7121.18|3|EUR|Charity donation|SEPA_CORE
MND-0000000097|2026-02-19 15:29:46|CRED000555|Kindle Unlimited|15794362|33-05-35|GB14NWBK33053515794362|BARCIE2S|Noah Murphy|35761360|89-24-59|GB58NWBK89245935761360|NATWGBMM|noah.murphy4@outlook.com|+447700006646|REF-KIND-435205|ONE_OFF|WEEKLY|SUSPENDED|2020-01-01|2020-01-20|2025-01-20|1832.92|9027.37|9|GBP|Council tax|BACS
MND-0000000098|2024-01-07 04:34:44|CRED000256|Dropbox UK Ltd|52776298|38-22-72|GB98NWBK38227252776298|RBOSIE2S|Andrew Mitchell|81647415|77-74-11|GB94NWBK77741181647415|NATWGB22|andrew11@virginmedia.com|+447709524066|REF-DROP-531862|ONE_OFF|ONE_OFF|ACTIVE|2025-08-20|2025-09-07|2030-09-07|3053.64|9160.92|7|GBP|Phone contract|BACS
MND-0000000099|2026-02-19 15:29:46|CRED000261|BT Payment Services Ltd|45285692|32-83-53|GB45NWBK32835345285692|MIDLIE22|Chloe Green|74510458|34-07-92|GB61NWBK34079274510458|TSBSGB2S|chloegreen@virginmedia.com|+447901071526|REF-BTP-669887|ONE_OFF|ONE_OFF|ACTIVE|2022-03-01|2022-03-16|2024-03-16|3622.42|933.95|4|EUR|Revised direct debit|SEPA_CORE
MND-0000000100|2026-02-19 15:29:46|CRED000627|Ovo Energy Limited|17422569|15-14-82|GB55NWBK15148217422569|NWBKIEMM|Jennifer Phillips|98571180|38-93-91|GB10NWBK38939198571180|RBOSGB2L|jennifer.phillips@yahoo.co.uk|+447701894353|REF-OVO-615100|ONE_OFF|QUARTERLY|ACTIVE|2022-07-29|2022-08-18|2024-08-18|2898.97|5436.43|3|GBP|Membership fee|BACS
MND-0000000101|2026-02-19 15:29:46|CRED000007|Cancer Research UK|52987082|83-86-47|GB28NWBK83864752987082|HSBCGB2S|George Clarke|77720709|71-43-21|GB35NWBK71432177720709|LOYDGB2L|george_clarke657@gmail.com|+447709831060|REF-CANC-465979|ONE_OFF|ANNUALLY|ACTIVE|2026-05-02|2026-05-05|2028-05-05|473.23|2366.15|7|GBP|Energy bill|BACS
MND-0000000102|2026-02-19 15:29:46|CRED000441|Severn Trent Water|04908053|50-36-84|GB76NWBK50368404908053|MIDLGB21|Alice Wright|45088509|23-20-52|GB69NWBK23205245088509|NWBKGB22|alice_wright@outlook.com|+447707319412|REF-SEVE-785179|ONE_OFF|ONE_OFF|CANCELLED|2025-09-04|2025-10-03|2030-10-03|24.30|48.60|7|GBP|Energy bill|SEPA_B2B
MND-0000000103|2024-03-21 22:19:56|CRED000678|Admiral Insurance|09730433|55-14-60|GB58NWBK55146009730433|MIDLGB22|Rebecca Hughes|40077236|01-63-99|GB26NWBK01639940077236|BARCIE2L|rebeccahughes@hotmail.com|+447803640895|REF-ADMI-347074|RECURRING|MONTHLY|PENDING|2023-04-15|2023-05-06|2028-05-06|3297.46|9892.38|10|GBP|Gym membership|BACS
MND-0000000104|2025-04-23 15:47:02|CRED000322|Apple Services|89983533|45-97-00|GB32NWBK45970089983533|NWBKGB2S|Ava Morgan|04450262|45-40-29|GB60NWBK45402904450262|NATWGBMM|ava72@icloud.com|+447709195423|REF-APPL-556390|RECURRING|FORTNIGHTLY|SUSPENDED|2026-08-09|2026-09-03|2028-09-03|4043.66|16174.64|5|GBP|Charity donation|SEPA_CORE
MND-0000000105|2025-03-10 05:43:12|CRED000578|Disney Plus UK|03657964|09-92-50|GB94NWBK09925003657964|RBOSGBMM|Sebastian O'Brien|58127048|70-29-61|GB57NWBK70296158127048|BARCGB21|sebastian.o'brien@icloud.com|+447905131240|REF-DISN-048229|RECURRING|ANNUALLY|SUSPENDED|2025-05-19|2025-06-08|2026-06-08|1459.53|4378.59|9|EUR|Club dues|SEPA_CORE
MND-0000000106|2026-02-19 15:29:46|CRED000381|AA Membership Services|49335796|14-78-67|GB11NWBK14786749335796|HSBCIE21|Harper Hussain|66464176|48-29-19|GB30NWBK48291966464176|TSBSIE21|harper93@outlook.com|+447908882961|REF-AAM-515227|ONE_OFF|ONE_OFF|ACTIVE|2025-04-13|2025-04-14|2029-04-14|3130.40|6260.80|3|GBP|Club dues|SEPA_CORE
MND-0000000107|2026-02-19 15:29:46|CRED000440|Admiral Insurance|85158162|58-11-62|GB51NWBK58116285158162|HSBCIE22|Freya Kelly|44087314|08-95-63|GB72NWBK08956344087314|SANTGB22|freya.kelly201@gmail.com|+447702718428|REF-ADMI-500034|ONE_OFF|ONE_OFF|SUSPENDED|2025-12-19|2025-12-29|2029-12-29|4629.88|23149.40|9|GBP|Insurance premium|BACS
MND-0000000108|2026-02-19 15:29:46|CRED000279|Severn Trent Water|35078726|93-69-81|GB33NWBK93698135078726|BARCGBMM|Max Evans|66434227|57-66-32|GB63NWBK57663266434227|TSBSGB21|maxevans@sky.com|+447809358673|REF-SEVE-526409|ONE_OFF|ONE_OFF|SUSPENDED|2022-10-25|2022-11-21|2024-11-21|275.72|275.72|2|GBP|Club dues|SEPA_CORE
MND-0000000109|2026-02-19 15:29:46|CRED000832|Google Payment Ltd|22308053|36-80-38|GB93NWBK36803822308053|BARCGB2L|Isla Walsh|44918027|12-71-88|GB87NWBK12718844918027|SANTGB22|isla.walsh@aol.com|+447800593831|REF-GOOG-078435|RECURRING|WEEKLY|CANCELLED|2026-01-20|2026-02-07|2031-02-07|3959.22|19796.10|5|GBP|Energy bill|SEPA_CORE
MND-0000000110|2026-02-19 15:29:46|CRED000463|David Lloyd Leisure|49023849|01-95-26|GB53NWBK01952649023849|SWINGB21|Laura Hall|25626722|93-59-35|GB49NWBK93593525626722|RBOSGB2S|laura.hall@gmail.com|+447706247840|REF-DAVI-185178|RECURRING|QUARTERLY|ACTIVE|2023-08-03|2023-08-24|2027-08-24|2981.72|6239.76|8|GBP|Rent payment|BACS
MND-0000000111|2026-02-19 15:29:46|CRED000142|Oxfam GB|08715233|59-32-18|GB49NWBK59321808715233|NATWIEMM|Grace Harris|60308107|17-57-16|GB13NWBK17571660308107|HSBCGB2S|grace.harris96@icloud.com|+447908940929|REF-OXFA-336177|ONE_OFF|ANNUALLY|SUSPENDED|2024-08-14|2024-09-10|2028-09-10|523.76|2268.70|7|GBP|Rent payment|SEPA_B2B
MND-0000000112|2026-02-19 15:29:46|CRED000307|E.ON Next Energy|90222125|31-10-81|GB31NWBK31108190222125|SWINGB2L|Lily Walker|76274429|70-38-50|GB53NWBK70385076274429|MIDLIE2S|lilywalker315@icloud.com|+447904995803|REF-EON-951368|ONE_OFF|ONE_OFF|PENDING|2022-03-30|2022-04-15|2025-04-15|1232.87|916.04|2|GBP|Revised direct debit|BACS
MND-0000000113|2025-03-19 11:14:17|CRED000602|EDF Energy Customers Plc|21939448|58-67-23|GB53NWBK58672321939448|HSBCGB2L|Jack Scott|97068089|52-26-30|GB57NWBK52263097068089|SANTGB2L|jack.scott66@virginmedia.com|+447808970990|REF-EDF-405118|RECURRING|QUARTERLY|ACTIVE|2022-03-12|2022-03-31|2023-03-31|432.33|2161.65|3|GBP|Utility bill payment|SEPA_CORE
MND-0000000114|2026-02-19 15:29:46|CRED000467|David Lloyd Leisure|79887234|34-31-38|GB22NWBK34313879887234|LOYDGB21|Elsie Cooper|74726983|38-14-90|GB40NWBK38149074726983|SANTGB21|elsie.cooper@aol.com|+447804739726|REF-DAVI-899128|RECURRING|ANNUALLY|PENDING|2021-09-26|2021-10-11|2022-10-11|219.06|876.24|16|EUR|Utility bill payment|SEPA_CORE
MND-0000000115|2026-03-10 10:52:15|CRED000709|Thames Water Utilities|59406019|05-30-89|GB99NWBK05308959406019|LOYDGB2L|Lily Martin|22351588|05-55-91|GB34NWBK05559122351588|SANTIE22|lily.martin54@icloud.com|+447902481624|REF-THAM-667811|ONE_OFF|ONE_OFF|ACTIVE|2020-03-18|2020-04-09|2021-04-09|804.52|4022.60|5|GBP|Mortgage payment|BACS
MND-0000000116|2026-11-07 18:52:05|CRED000521|Manchester City Council|89326656|56-86-43|GB92NWBK56864389326656|HSBCGB22|Evie Khan|20447858|04-65-62|GB24NWBK04656220447858|BARCGB2S|evie.khan@outlook.com|+447907972834|REF-MANC-030180|ONE_OFF|ONE_OFF|SUSPENDED|2026-10-16|2026-10-17|2030-10-17|4713.46|9426.92|9|GBP|Membership fee|SEPA_B2B
MND-0000000117|2025-07-02 13:18:49|CRED000613|Greenpeace UK|43818252|10-32-54|GB19NWBK10325443818252|SWINIE2L|Oscar Ward|79949136|17-57-42|GB29NWBK17574279949136|RBOSGB21|oscar_ward@outlook.com|+447804677039|REF-GREE-034995|ONE_OFF|ONE_OFF|ACTIVE|2021-04-08|2021-04-12|2026-04-12|4951.72|19806.88|8|EUR|Membership fee|SEPA_CORE
MND-0000000118|2026-02-19 15:29:46|CRED000203|Amazon Prime UK|30680955|58-48-22|GB34NWBK58482230680955|NATWIE22|Daniel Bennett|09971304|41-59-41|GB52NWBK41594109971304|SANTGBMM|daniel14@outlook.com|+447800823559|REF-AMAZ-953164|ONE_OFF|ONE_OFF|ACTIVE|2021-05-03|2021-05-19|2025-05-19|1659.16|6636.64|3|GBP|Loan repayment|SEPA_B2B
MND-0000000119|2023-09-26 01:49:07|CRED000972|Tesco Personal Finance|91809970|05-34-34|GB14NWBK05343491809970|HSBCGB22|Maya Ali|34055355|74-77-30|GB43NWBK74773034055355|NWBKGB2L|mayaali@sky.com|+447702443511|REF-TESC-011194|RECURRING|WEEKLY|ACTIVE|2021-06-08|2021-06-25|2024-06-25|3086.94|15434.70|8|GBP|Gym membership|SEPA_B2B
MND-0000000120|2026-02-19 15:29:46|CRED000218|Disney Plus UK|19078545|52-94-07|GB35NWBK52940719078545|SANTGB22|Harper O'Connor|38370907|58-79-10|GB37NWBK58791038370907|SWINIE22|harpero'connor@hotmail.com|+447808864686|REF-DISN-418294|RECURRING|ANNUALLY|PENDING|2026-08-30|2026-09-29|2030-09-29|2206.09|11030.45|2|GBP|Service subscription|BACS
MND-0000000121|2026-02-14 07:30:53|CRED000630|AA Membership Services|83297507|71-04-84|GB55NWBK71048483297507|BARCGB22|Lucas Jackson|81332807|56-52-95|GB98NWBK56529581332807|LOYDGB22|lucasjackson@aol.com|+447706145076|REF-AAM-981390|RECURRING|ANNUALLY|ACTIVE|2021-07-21|2021-08-08|2024-08-08|1703.66|1703.66|6|GBP|TV subscription|BACS
MND-0000000122|2024-07-10 06:00:57|CRED000106|PureGym Limited|20315406|10-07-10|GB79NWBK10071020315406|SWINGB2L|Logan Price|12427493|58-38-01|GB69NWBK58380112427493|RBOSGB22|logan_price@btinternet.com|+447704375945|REF-PURE-171403|RECURRING|QUARTERLY|ACTIVE|2023-04-19|2023-04-24|2024-04-24|3058.33|15291.65|7|GBP|Regular savings|BACS
MND-0000000123|2026-02-19 15:29:46|CRED000681|Thames Water Utilities|64112210|89-37-14|GB51NWBK89371464112210|SWINGB22|Lisa Khan|02846632|52-77-35|GB99NWBK52773502846632|BARCGB2S|lisa.khan338@virginmedia.com|+447805032213|REF-THAM-269541|ONE_OFF|WEEKLY|PENDING|2025-12-22|2026-01-02|2031-01-02|3072.15|232.09|8|GBP|Phone contract|SEPA_CORE
MND-0000000124|2026-02-19 15:29:46|CRED000996|HBO Max UK|85372293|70-88-02|GB12NWBK70880285372293|HSBCIEMM|Rebecca Harris|25587909|32-00-22|GB60NWBK32002225587909|NWBKGB21|rebecca41@virginmedia.com|+447703469219|REF-HBO-954219|ONE_OFF|ONE_OFF|SUSPENDED|2023-01-29|2023-02-10|2024-02-10|2220.65|2082.53|9|GBP|Amended standing order|BACS
MND-0000000125|2026-02-19 15:29:46|CRED000237|Sainsbury's Bank|36119645|23-86-99|GB68NWBK23869936119645|SANTGBMM|Alice Turner|17105269|16-08-72|GB82NWBK16087217105269|RBOSIE22|alice.turner81@outlook.com|+447707530540|REF-SAIN-701689|RECURRING|WEEKLY|ACTIVE|2024-01-24|2024-01-31|2026-01-31|2309.15|4618.30|9|EUR|Phone contract|SEPA_CORE
MND-0000000126|2023-08-07 23:00:48|CRED000412|Google Payment Ltd|52660169|74-48-40|GB52NWBK74484052660169|BARCGB22|Oliver Robinson|83695527|19-85-49|GB66NWBK19854983695527|HSBCIEMM|oliver16@gmail.com|+447808044840|REF-GOOG-232689|ONE_OFF|ONE_OFF|ACTIVE|2022-03-29|2022-04-06|2025-04-06|4911.59|4911.59|7|EUR|Utility bill payment|SEPA_CORE
MND-0000000127|2026-09-19 23:37:54|CRED000763|David Lloyd Leisure|95123896|33-36-59|GB71NWBK33365995123896|LOYDGBMM|William Ryan|12893345|49-49-67|GB17NWBK49496712893345|TSBSGB2S|williamryan@virginmedia.com|+447709612541|REF-DAVI-832777|ONE_OFF|ONE_OFF|ACTIVE|2021-05-09|2021-05-26|2023-05-26|1162.68|2325.36|3|GBP|Membership fee|BACS
MND-0000000128|2026-02-19 15:29:46|CRED000291|Kindle Unlimited|16397968|70-51-65|GB39NWBK70516516397968|NWBKGB21|Maya Evans|59071671|32-92-44|GB36NWBK32924459071671|NATWGB21|maya_evans@icloud.com|+447700955894|REF-KIND-915587|ONE_OFF|MONTHLY|PENDING|2020-03-05|2020-04-02|2022-04-02|1953.56|9767.80|5|GBP|Loan repayment|SEPA_B2B
MND-0000000129|2026-02-19 15:29:46|CRED000675|Greenpeace UK|35048197|80-83-35|GB43NWBK80833535048197|TSBSGBMM|Emma Thompson|65653112|51-59-24|GB64NWBK51592465653112|SWINIE22|emma_thompson503@gmail.com|+447806560422|REF-GREE-206031|ONE_OFF|ONE_OFF|PENDING|2025-08-17|2025-09-13|2028-09-13|4418.08|2220.12|5|GBP|Mortgage payment|BACS
MND-0000000130|2025-09-10 08:42:02|CRED000350|PureGym Limited|72735286|45-55-66|GB75NWBK45556672735286|NATWIEMM|Mohammed Ward|58534225|14-16-31|GB85NWBK14163158534225|LOYDGBMM|mohammed_ward@gmail.com|+447708391824|REF-PURE-162781|RECURRING|MONTHLY|ACTIVE|2024-07-01|2024-07-30|2025-07-30|2883.77|5767.54|4|GBP|Gym membership|SEPA_B2B
MND-0000000131|2025-12-06 19:57:32|CRED000067|EDF Energy Customers Plc|55324944|37-53-38|GB80NWBK37533855324944|LOYDGB2S|Joshua Singh|67465741|39-34-99|GB99NWBK39349967465741|BARCGBMM|joshua.singh@yahoo.co.uk|+447706824165|REF-EDF-914763|ONE_OFF|ONE_OFF|ACTIVE|2025-01-17|2025-01-24|2030-01-24|1563.51|4690.53|5|GBP|Broadband service|SEPA_CORE
